Result,Move_ply_1,Move_ply_2,Move_ply_3,Move_ply_4,Move_ply_5,Move_ply_6,Move_ply_7,Move_ply_8,Move_ply_9,Move_ply_10,Move_ply_11,Move_ply_12,Move_ply_13,Move_ply_14,Move_ply_15,Move_ply_16,Move_ply_17,Move_ply_18,Move_ply_19,Move_ply_20,Move_ply_21,Move_ply_22,Move_ply_23,Move_ply_24,Move_ply_25,Move_ply_26,Move_ply_27,Move_ply_28,Move_ply_29,Move_ply_30,Move_ply_31,Move_ply_32,Move_ply_33,Move_ply_34,Move_ply_35,Move_ply_36,Move_ply_37,Move_ply_38,Move_ply_39,Move_ply_40,Move_ply_41,Move_ply_42,Move_ply_43,Move_ply_44,Move_ply_45,Move_ply_46,Move_ply_47,Move_ply_48,Move_ply_49,Move_ply_50,Move_ply_51,Move_ply_52,Move_ply_53,Move_ply_54,Move_ply_55,Move_ply_56,Move_ply_57,Move_ply_58,Move_ply_59,Move_ply_60,Move_ply_61,Move_ply_62,Move_ply_63,Move_ply_64,Move_ply_65,Move_ply_66,Move_ply_67,Move_ply_68,Move_ply_69,Move_ply_70,Move_ply_71,Move_ply_72,Move_ply_73,Move_ply_74,Move_ply_75,Move_ply_76,Move_ply_77,Move_ply_78,Move_ply_79,Move_ply_80,Move_ply_81,Move_ply_82,Move_ply_83,Move_ply_84,Move_ply_85,Move_ply_86,Move_ply_87,Move_ply_88,Move_ply_89,Move_ply_90,Move_ply_91,Move_ply_92,Move_ply_93,Move_ply_94,Move_ply_95,Move_ply_96,Move_ply_97,Move_ply_98,Move_ply_99,Move_ply_100,Move_ply_101,Move_ply_102,Move_ply_103,Move_ply_104,Move_ply_105,Move_ply_106,Move_ply_107,Move_ply_108,Move_ply_109,Move_ply_110,Move_ply_111,Move_ply_112,Move_ply_113,Move_ply_114,Move_ply_115,Move_ply_116,Move_ply_117,Move_ply_118,Move_ply_119,Move_ply_120,Move_ply_121,Move_ply_122,Move_ply_123,Move_ply_124,Move_ply_125,Move_ply_126,Move_ply_127,Move_ply_128,Move_ply_129,Move_ply_130,Move_ply_131,Move_ply_132,Move_ply_133,Move_ply_134,Move_ply_135,Move_ply_136,Move_ply_137,Move_ply_138,Move_ply_139,Move_ply_140,Move_ply_141,Move_ply_142,Move_ply_143,Move_ply_144,Move_ply_145,Move_ply_146,Move_ply_147,Move_ply_148,Move_ply_149,Move_ply_150,Move_ply_151,Move_ply_152,Move_ply_153,Move_ply_154,Move_ply_155,Move_ply_156,Move_ply_157,Move_ply_158,Move_ply_159,Move_ply_160,Move_ply_161,Move_ply_162,Move_ply_163,Move_ply_164,Move_ply_165,Move_ply_166,Move_ply_167,Move_ply_168,Move_ply_169,Move_ply_170,Move_ply_171,Move_ply_172,Move_ply_173,Move_ply_174,Move_ply_175,Move_ply_176,Move_ply_177,Move_ply_178,Move_ply_179,Move_ply_180,Move_ply_181,Move_ply_182,Move_ply_183,Move_ply_184,Move_ply_185,Move_ply_186,Move_ply_187,Move_ply_188,Move_ply_189,Move_ply_190,Move_ply_191,Move_ply_192,Move_ply_193,Move_ply_194,Move_ply_195,Move_ply_196,Move_ply_197,Move_ply_198,Move_ply_199,Move_ply_200
0-1,e4,e5,Nf3,Nc6,Bb5,d6,c3,a6,Ba4,Bg4,O-O,Nf6,Re1,d5,d3,Bd6,h3,Bh5,Nbd2,O-O,Nf1,g5,Bxg5,b5,Bb3,Na5,Bxf6,Qxf6,Bxd5,c6,Ng3,Bxf3,Qxf3,Qxf3,gxf3,cxd5,Nf5,Bc7,Kh2,dxe4,dxe4,Bb6,Rg1+,Kh8,Rg2,Rg8,Rxg8+,Rxg8,Nh6,Rg7,Rd1,f6,Rd6,Rb7,Rxf6,Kg7,Nf5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,Nc6,Bb5,d6,O-O,Bd7,Nc3,Nf6,d4,exd4,Nxd4,Nxd4,Bxd7+,Qxd7,Qxd4,Be7,e5,dxe5,Qxe5,O-O,Bg5,Rfe8,Rad1,Qc8,Qf4,Nh5,Qh4,h6,Bxe7,f6,Bc5,Qf5,Bd4,c5,Be3,Qxc2,Qxh5,Qxb2,Qxc5,Rac8,Qd5+,Kh8,Qb3,Qxb3,axb3,Rxc3,Bxa7,Rxb3,h3,Re7,Rd8+,Kh7,Rfd1,b5,Bc5,Rc7,Bb6,Rb7,Bc5,b4,R8d7,Rb5,Bf8,Rg5,h4,Rg4,h5,Rb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,Nc6,a3,Nf6,Nc3,d5,exd5,Nxd5,Nxd5,Qxd5,Be2,Bd6,O-O,O-O,b3,e4,Ne1,Qe5,g3,Qxa1,c3,Bxa3,Bxa3,Qxa3,Nc2,Qxb3,f3,Bf5,fxe4,Bxe4,d3,Bg6,c4,Nb4,Nxb4,Qxb4,h3,Qd6,Kh2,Rad8,Rf3,Bh5,Re3,Bxe2,Qxe2,a5,Qb2,Qb4,Qe2,a4,Qg4,a3,Qd1,a2,Re1,Qb2+,Kg1,Ra8,Qa1,Qxa1,Rxa1,Rfd8,Kf2,Rxd3,Ke2,Rb3,Kd2,Rb1,Kc2,Rxa1,Kb2,Rb1+,Kc3,a1=Q+,Kd3,Rd8+,Ke3,Qe5+,Kf3,Rd4,h4,Qe4+,Kf2,Rd2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nxd4,Qxd4,d6,Bb5+,Bd7,Bxd7+,Qxd7,Bg5,e5,Qd3,Be7,Bxe7,Kxe7,Nc3,Nf6,O-O-O,a6,Nd5+,Nxd5,Qxd5,b5,f4,f6,Rhf1,Rhc8,fxe5,Rc5,exd6+,Ke8,Qg8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,Nf6,c4,g6,Nc3,Bg7,e4,d6,h3,O-O,Bg5,Nbd7,Nf3,c5,d5,h6,Be3,a6,Qd2,Rb8,Bxh6,b5,Bxg7,Kxg7,cxb5,axb5,Bxb5,Nxe4,Nxe4,Rxb5,O-O,f6,Rfe1,Qb6,Nc3,Rxb2,Rxe7+,Rf7,Rxf7+,Kxf7,Qh6,Nf8,Re1,Qb4,Qe3,Bf5,Qe8+,Kg8,Re7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,d6,Qf3,Bd7,d4,e5,Ne2,Nc6,d5,Nce7,c4,Nf6,Ng3,Ng6,Bg5,Be7,Nc3,Bg4,Qe3,Nf4,h3,Bh5,Nxh5,N6xh5,Bxf4,Nxf4,g3,Ng6,f4,exf4,gxf4,Qd7,f5,Ne5,Be2,O-O-O,Nb5,Kb8,Qxa7+,Kc8,Qa8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,h4,Nf6,f3,d5,d4,Nc6,c3,e5,g4,e4,g5,exf3,exf3,Nh5,Qe2+,Be7,Bf4,Nxf4,Qh2,Nd3+,Kd2,Nf4,Na3,Bxg5,hxg5,Qxg5,Re1+,Ne7,Kc2,Qf5+,Kb3,h6,Re5,Qf6,Bb5+,c6,Bf1,O-O,Nh3,Nxh3,Bxh3,Ng6,Bxc8,Raxc8,Qh5,Nxe5,dxe5,Qf4,Rh4,Qg3,Rg4,Qxf3,Nc2,g6,Rxg6+,fxg6,Qxg6+,Kh8,Qxh6+,Kg8,Nd4,Qd1+,Ka3,Rf7,Qg6+,Kf8,Ne6+,Ke7,Nd4,b5,Qd6+,Ke8,Nxc6,Qa4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,g6,d4,Bg7,c4,e6,Nc3,Ne7,f4,O-O,Nf3,b6,Bd3,Bb7,Be3,c5,d5,exd5,cxd5,d6,O-O,Nd7,Kh1,a5,Re1,Ba6,Bxa6,Rxa6,Nb5,Ra8,Nxd6,Nc8,Nxc8,Qxc8,Qd2,c4,e5,Nc5,Bd4,Qf5,Rad1,Rfd8,h3,Rxd5,Qf2,Rb8,Nh4,Qe6,Bxc5,bxc5,Rxd5,Qxd5,f5,Rd8,fxg6,hxg6,e6,fxe6,Nxg6,Qd4,Ne7+,Kh8,Qf3,Qf6,Qh5+,Qh6,Qf7,Rf8,Ng6+,Kh7,Nxf8+,Kh8,Ng6+,Kh7,Rxe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Bc5,d4,exd4,Nxd4,Qh4,Nc3,Bb4,Bd2,Ne7,Bd3,O-O,O-O,Bd6,Nf3,Qf6,e5,Bxe5,Nxe5,Qxe5,Re1,Qd6,Qe2,Nbc6,Ne4,Qe5,Bc3,Nd4,Bxd4,Qxd4,Ng5,Nd5,Bxh7+,Kh8,Qe8,Rxe8,Rxe8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,f3,e6,Be3,Be7,Qd2,b5,g4,Bb7,h4,h6,Bg2,Nc6,Nxc6,Bxc6,O-O-O,b4,Ne2,a5,g5,hxg5,hxg5,Rxh1,Rxh1,Nd7,Rh8+,Bf8,Nd4,Rc8,f4,Ke7,f5,e5,f6+,gxf6,Nf5+,Ke8,Nxd6+,Ke7,gxf6+,Nxf6,Bc5,Ke6,Bh3+,Ke7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,Be2,e5,Nb3,Be7,g4,h6,Be3,Be6,f3,Nbd7,Qd2,Qc7,O-O-O,Rc8,Kb1,b5,Nd5,Bxd5,exd5,Nb6,Bxb6,Qxb6,h4,Nd7,g5,h5,f4,g6,Bd3,a5,fxe5,Nxe5,Qxa5,Qxa5,Nxa5,Rb8,Nc6,Nxc6,dxc6,Kd8,Rhf1,Rf8,Be4,Kc7,Bd5,f5,Rde1,Bd8,Re6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,d6,d4,exd4,Nxd4,Nf6,Nc3,Bd7,Bf4,Nc6,Qd2,Be7,f3,a6,g4,h5,Nf5,Bxf5,gxf5,Ne5,Be2,Qd7,O-O-O,O-O-O,Nd5,Nxd5,Qxd5,Bf6,h4,Qc6,Qxf7,Nxf7,Rd3,g5,hxg5,Nxg5,Rhd1,Nf7,b4,Ne5,Rb3,h4,b5,axb5,Bxb5,Qc5,Be2,h3,Rc3,Qa5,Bd2,Qxa2,Rb3,h2,Rh1,Qa1+,Rb1,Qa3+,Kd1,Nxf3,Bf4,Be5,Bxe5,Nxe5,Ke1,Nf3+,Kf2,Nd2,Ra1,Qc5+,Ke1,Nxe4,Ra8+,Kd7,Rxd8+,Kxd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,d5,e5,d4,c3,Qd5,f4,Qe4+,Ne2,d3,g3,Qxh1,Nd4,Bh3,Qf3,Qxh2,Bxh3,Qxh3,Qxd3,Qh1+,Qf1,Qh2,Qf2,Qxf2+,Kxf2,e6,Nb5,Bc5+,d4,Bb6,a4,a6,N5a3,Nc6,Be3,O-O-O,Nc4,Nh6,Kg1,Ng4,Bf2,Nxf2,Kxf2,h5,Nbd2,g6,Ne4,Ne7,a5,Ba7,Ng5,Rhf8,b4,Nf5,Ne3,Nxd4,cxd4,Bxd4,Nh7,Rh8,Nf6,Bxa1,g4,Rd2+,Kf3,hxg4+,Nfxg4,Rh3+,Ke4,Rd4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c6,Nf3,d5,exd5,cxd5,d4,Nc6,Nc3,Bg4,Be2,e6,h3,Bh5,O-O,Nf6,Bg5,Be7,Nb5,a6,Na3,O-O,c3,b5,Nc2,Bg6,Re1,Rb8,Bd3,a5,Bxg6,hxg6,b4,axb4,cxb4,Nxb4,Ne5,Qc7,Bf4,Nxc2,Nd3,Qc3,Bxb8,Nxa1,Be5,Ne4,Re3,Nc2,Ne1,Nxe3,fxe3,Qxe3+,Kh1,Nf2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c5,Nf3,e6,d4,cxd4,Nxd4,d6,Nc3,a6,Be3,Nf6,Qf3,Be7,O-O-O,O-O,e5,Nfd7,exd6,Bxd6,Qh3,Ne5,f4,Ng6,f5,exf5,Nxf5,Bxf5,Qxf5,Qe7,Nd5,Qe5,Qxe5,Bxe5,Nb6,Ra7,Nd7,b6,Nxf8,Nxf8,Bxb6,Rb7,Bd4,Bf4+,Kb1,Ne6,Bc3,Nd7,Bxa6,Rb6,Rxd7,Rxa6,Rhd1,h6,g3,Be3,R1d6,Ra4,b3,Re4,a4,Bc5,Rc6,Ba3,a5,Nc5,Rc8+,Kh7,Rxf7,Ne6,a6,Re1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,f6,Bc4,Ne7,Nc3,c6,O-O,b5,Bb3,Ng6,d3,Bb4,Bd2,Ba5,a3,Bc7,Ne2,Bb7,Nh4,Nxh4,g3,Nf3+,Kg2,Nxd2,Qxd2,Na6,Rfc1,d5,c4,Qd7,cxb5,cxb5,Nc3,Bc8,Nxd5,Qh3+,Kg1,Bb8,Rxc8+,Qxc8,a4,Qe6,Nc7+,Nxc7,Bxe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,g3,c5,f3,Nc6,Bg2,b6,e3,Bb7,f4,d5,Qe2,e5,fxe5,Nxe5,Nf3,Nxf3+,Bxf3,Rb8,d3,Qc7,e4,dxe4,Bf4,Bd6,Bxd6,Qxd6,Bxe4,Bxe4,dxe4,Qe6,Kf2,Rd8,Rd1,Rxd1,Qxd1,Nf6,Qe2,Qg4,Qe3,Qh5,Nd2,Qxh2+,Kf3,Qh5+,Kf2,Ng4+,Kf3,Nf6+,Kf4,Qh6+,Kf3,Qxe3+,Kxe3,Ng4+,Kf4,Nf6,Nf3,h6,e5,g5+,Kf5,Nd5,Nd2,Ne3+,Ke4,Nxc2,Rc1,Nb4,Nc4,Ke7,Nd6,Rd8,a3,Rxd6,exd6+,Kxd6,Rd1+,Nd5,b4,cxb4,axb4,Kc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,d6,d4,Nf6,Nc3,c6,Nf3,Nbd7,Bd3,e5,dxe5,dxe5,Bg5,Be7,Qd2,O-O,O-O-O,Qc7,h4,b5,h5,b4,Ne2,a5,h6,g6,Bxf6,Bxf6,Kb1,Nc5,Ng5,Nxd3,cxd3,Ba6,Ng3,Rad8,Qc2,Bxg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nc6,Nc3,a6,Be3,Nf6,f3,e6,Bg5,Be7,Nxc6,bxc6,Qd2,O-O,O-O-O,Qb6,Bxf6,Bxf6,Qxd6,Bxc3,bxc3,Rb8,Rd3,Qb1+,Kd2,a5,Qxc6,Bb7,Qc7,Ba6,Rd7,Bxf1,Rxf7,Rxf7,Rxf1,Rxc7,Rxb1,Rxb1,Kd3,Rb8,c4,Rbc8,c3,Kf7,e5,Rxc4,Ke2,Rxc3,Kf2,Rc2+,Kg3,Rxa2,f4,Rcc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c5,Nf3,d6,Bc4,Nc6,O-O,Nf6,Nc3,Nxe4,Nxe4,d5,Nxc5,dxc4,Qe2,b5,b3,e6,Ne4,Nd4,c3,Nxe2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2-1/2,e4,c6,d4,d5,e5,c5,c3,Nc6,Nf3,Bg4,Bb5,e6,Be3,Ne7,Nbd2,cxd4,cxd4,a6,Bxc6+,Nxc6,O-O,Be7,Qb3,Rb8,Rac1,O-O,Ne1,Bf5,Nd3,Bxd3,Qxd3,Bg5,Bxg5,Qxg5,Nf3,Qe7,a3,Na5,Nd2,Rfc8,Kh1,Nc6,Nb3,Rc7,Rc2,Rbc8,Rfc1,Qg5,Qe3,f6,Qxg5,fxg5,h3,b6,Kh2,Kf7,Nd2,Ke7,Nf3,h6,h4,gxh4,Nxh4,Kd7,Nf3,Ne7,Rxc7+,Rxc7,Rxc7+,Kxc7,Kg3,Nf5+,Kg4,g6,Kh3,b5,g4,Ne7,Ne1,Nc6,Nc2,a5,b4,axb4,axb4,Kd7,f4,Ke7,Kg3,Kf7,Kf3,h5,g5,Ke7,Ke3,Kf7,Na3,Na7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,d6,Bc4,Bg4,h3,Bxf3,Qxf3,Nf6,O-O,Nc6,c3,a6,Rd1,Ne7,d4,exd4,cxd4,Qc8,e5,dxe5,dxe5,Qf5,Qxf5,Nxf5,exf6,g6,Nc3,Bd6,Re1+,Kf8,g4,Nd4,Bh6+,Kg8,Rad1,Nf3+,Kg2,Nxe1+,Rxe1,Rd8,Ne4,Bb4,Ng5,Bxe1,Bxf7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,f6,Nc3,d6,Bc4,c6,a3,Be7,Ba2,g5,b3,a5,Bb2,h5,Ne2,h4,g3,g4,Nfg1,hxg3,fxg3,f5,Nc3,f4,gxf4,exf4,Qe2,g3,hxg3,Rxh1,O-O-O,Qd7,gxf4,Bf6,f5,Qg7,Nf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,Nc6,Bc4,Bc5,O-O,d6,c3,Bg4,d4,exd4,cxd4,Nxd4,Nbd2,Bb4,Be2,Qf6,Nxd4,Bxe2,Qxe2,Qxd4,Qc4,Qxc4,Nxc4,Nf6,a3,Bc5,Re1,O-O,e5,Ng4,exd6,Bxf2+,Kf1,Bxe1,Kxe1,cxd6,Nxd6,Rab8,Bf4,Rbd8,Nxb7,Rfe8+,Kf1,Rd7,Nc5,Rd5,Nb7,Re7,Bd6,Rxb7,Bf4,Rf5,Rd1,Rxf4+,Kg1,h6,Rd8+,Kh7,h3,Ne3,Kh2,Rxb2,Ra8,Rxg2+,Kh1,Rf1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Qf3,b6,Bc4,f6,Qh5+,g6,Qf3,Bg7,Ne2,Ne7,O-O,d5,exd5,Bb7,Bb5+,Nbc6,dxc6,Nxc6,Bxc6+,Bxc6,Qxc6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,Nf3,c5,d4,cxd4,Nxd4,Nc6,c3,e5,Nxc6,bxc6,e4,d5,f3,Nf6,Bg5,h6,Bxf6,Qxf6,exd5,cxd5,Qxd5,Rb8,Nd2,Be6,Bb5+,Ke7,Qc5+,Kd8,Ne4,Bxc5,O-O-O+,Ke7,Nxf6,Rxb5,Ne4,Be3+,Kb1,Bf5,Rhe1,Bf4,c4,Rb6,g3,Bg5,c5,Rb5,c6,Rhb8,b3,a5,g4,Bg6,c7,Rc8,a4,Rxb3+,Ka2,Rb7,Nd6,Rbxc7,Nxc8+,Rxc8,Rxe5+,Kf8,Rxa5,Rc2+,Kb3,Rxh2,Rd8+,Bxd8,Ra8,Rd2,Rc8,Ke7,Kb4,Bd3,a5,Rf2,Kc3,Bf1,Kb4,Rxf3,Ra8,Rf4+,Kc5,Rxg4,a6,Bxa6,Rxa6,h5,Ra8,h4,Ra7+,Ke8,Kc6,Rg6+,Kb7,Rh6,Ka8,h3,Rb7,h2,Ka7,h1=Q,Rb8,Qb1,Ka8,Qxb8+,Kxb8,Rb6+,Ka7,Bc7,Ka8,Kd7,Ka7,Kc6,Ka8,Rb5,Ka7,Rb4,Ka8,Rb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Nc6,Bc4,Nf6,d3,Bc5,O-O,d6,Nc3,h6,Nd5,Bg4,c3,a6,b4,Ba7,Be3,Bxe3,fxe3,Nxd5,Bxd5,Qd7,a4,O-O,Bxc6,Qxc6,c4,Qd7,h3,Be6,Nh4,f5,exf5,Bxf5,e4,Bxh3,gxh3,Qxh3,Ng2,h5,Qe2,g5,Qe3,Qg4,Rxf8+,Rxf8,Rf1,Rxf1+,Kxf1,h4,Qf2,Qd1+,Ne1,Qg4,Qf6,Qh3+,Ke2,Qg4+,Nf3,h3,Ke3,Qf4+,Qxf4,exf4+,Kf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,c4,c5,d5,b5,e3,g6,cxb5,Bg7,Nc3,O-O,Bc4,a6,Nge2,axb5,Bxb5,Qa5,O-O,d6,Bd2,Ba6,Bc6,Nxc6,dxc6,Qb6,Qc2,Qxc6,Rfd1,Rfb8,b3,Ne4,Rab1,Nxd2,Qxd2,Rb4,a3,Rh4,Nd5,Kf8,b4,Bb7,bxc5,e6,Rxb7,Qxb7,Ndf4,d5,Rc1,g5,Nd3,Rc4,Rxc4,dxc4,Ndc1,Ke8,Qb4,Qa6,g3,Qxa3,Qb5+,Kd8,Qb6+,Ke8,c6,Be5,Kg2,Qd6,f4,gxf4,gxf4,Bf6,Qb7,Qb8,Qd7+,Kf8,f5,exf5,c7,Qc8,Qd6+,Be7,Qh6+,Kg8,Nf4,Qxc7,Nh5,Qe5,Qg7+,Qxg7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
